case_id,grid,shape,spacing,anisotropy,rho_frozen,rho_eff,stencil_m,n_directions,apriori_bound,in_domain,domain_reasons,area_true,area_v2,area_rel_err,area_E0,area_E0_rel_err,volume_true,volume_est,volume_rel_err,sphericity_true,sphericity_v2,sphericity_rel_err
confirm-060-ellipsoid-size10-sp4x1x1-rot0,confirm,ellipsoid,4.0x1.0x1.0,4.0,1.125,1.6257782104178669,3,145,0.1038097806090087,False,rho_eff 1.63 < 8.0;anisotropy 4.00 > 3.0,568.773361551602,560.0288059855675,-0.015374411245596131,642.2420654296875,0.12917043737362177,1130.9733552923253,1152.0,0.01859163578813039,0.9229534383814795,0.9489472633005519,0.02816374460303872
confirm-061-ellipsoid-size10-sp4x1x1-rot1,confirm,ellipsoid,4.0x1.0x1.0,4.0,1.125,1.604810383608357,3,145,0.10511410153238349,False,rho_eff 1.60 < 8.0;anisotropy 4.00 > 3.0,568.773361551602,539.155613102958,-0.05207302319477014,662.0450439453125,0.1639874310204461,1130.9733552923253,1108.0,-0.020312905856555208,0.9229534383814795,0.9604243605139846,0.04059893010227622
confirm-062-ellipsoid-size10-sp4x1x1-rot2,confirm,ellipsoid,4.0x1.0x1.0,4.0,1.125,1.6295329078420528,3,145,0.10358151629966733,False,rho_eff 1.63 < 8.0;anisotropy 4.00 > 3.0,568.773361551602,546.627027421213,-0.038937010112383263,677.7064819335938,0.1915228942593663,1130.9733552923253,1160.0,0.0256651888144368,0.9229534383814795,0.9767086099654588,0.058242560619576
confirm-063-ellipsoid-size20-sp4x1x1-rot0,confirm,ellipsoid,4.0x1.0x1.0,4.0,2.25,3.2302480996083727,4,289,0.0602210167185008,False,rho_eff 3.23 < 8.0;anisotropy 4.00 > 3.0,2275.093446206408,2247.826478513995,-0.01198498801791159,2548.744140625,0.12028107894859863,9047.786842338603,9036.0,-0.0013027320983565183,0.9229534383814795,0.933337731726355,0.01125115624801798
confirm-064-ellipsoid-size20-sp4x1x1-rot1,confirm,ellipsoid,4.0x1.0x1.0,4.0,2.25,3.226908106577092,4,289,0.06026745244128313,False,rho_eff 3.23 < 8.0;anisotropy 4.00 > 3.0,2275.093446206408,2226.9855635825033,-0.0211454534775799,2608.45849609375,0.14652806918467887,9047.786842338603,9008.0,-0.004397411547365615,0.9229534383814795,0.9401250853050368,0.01860510640024282
confirm-065-ellipsoid-size20-sp4x1x1-rot2,confirm,ellipsoid,4.0x1.0x1.0,4.0,2.25,3.2134784881980663,4,289,0.06045562744401638,False,rho_eff 3.21 < 8.0;anisotropy 4.00 > 3.0,2275.093446206408,2207.651711487261,-0.029643500943489776,2754.65380859375,0.21078710555251368,9047.786842338603,8896.0,-0.01677612934340189,0.9229534383814795,0.9404811216059809,0.018990863997688123
confirm-066-ellipsoid-size40-sp4x1x1-rot0,confirm,ellipsoid,4.0x1.0x1.0,4.0,4.5,6.459542761156971,4,289,0.0434075574624834,False,rho_eff 6.46 < 8.0;anisotropy 4.00 > 3.0,9100.373784825631,9121.819359795756,0.0023565597938277616,10210.0205078125,0.1219341918501351,72382.29473870882,72256.0,-0.0017448291625007384,0.9229534383814793,0.9197121718224951,-0.0035118419025212955
confirm-067-ellipsoid-size40-sp4x1x1-rot1,confirm,ellipsoid,4.0x1.0x1.0,4.0,4.5,6.463950055341111,4,289,0.04339991448256075,False,rho_eff 6.46 < 8.0;anisotropy 4.00 > 3.0,9100.373784825631,9157.193041939838,0.006243617949951652,10713.001953125,0.17720460790174752,72382.29473870882,72404.0,0.0002998697591660715,0.9229534383814793,0.917409982278559,-0.006006214259997145
confirm-068-ellipsoid-size40-sp4x1x1-rot2,confirm,ellipsoid,4.0x1.0x1.0,4.0,4.5,6.4674002244348054,4,289,0.04339394221701889,False,rho_eff 6.47 < 8.0;anisotropy 4.00 > 3.0,9100.373784825631,9124.75354957734,0.0026789849876673877,11111.533203125,0.2209974519566289,72382.29473870882,72520.0,0.0019024716166886613,0.9229534383814793,0.9216545639304111,-0.0014073022506377875
confirm-069-cylinder-size5-sp4x1x1-rot0,confirm,cylinder,4.0x1.0x1.0,4.0,1.25,1.5039800830762518,3,145,0.11216704373993952,False,rho_eff 1.50 < 8.0;anisotropy 4.00 > 3.0,549.7787143782137,445.58872905576334,-0.18951258496845724,523.1123046875,-0.04850389619189388,981.7477042468104,912.0,-0.07104442816122525,0.8688859993676283,1.0206570028546453,0.17467309128870223
confirm-070-cylinder-size5-sp4x1x1-rot1,confirm,cylinder,4.0x1.0x1.0,4.0,1.25,1.5529413112154995,3,145,0.10857069539102218,False,rho_eff 1.55 < 8.0;anisotropy 4.00 > 3.0,549.7787143782137,491.8742892238001,-0.10532314845965285,636.3462524414062,0.15745887536060432,981.7477042468104,1004.0,0.022666002331282575,0.8688859993676283,0.985793183720041,0.13454835782541918
confirm-071-cylinder-size5-sp4x1x1-rot2,confirm,cylinder,4.0x1.0x1.0,4.0,1.25,1.5383686163831893,3,145,0.10960529174431557,False,rho_eff 1.54 < 8.0;anisotropy 4.00 > 3.0,549.7787143782137,483.6103511164726,-0.12035453816464314,625.227783203125,0.13723534005903137,981.7477042468104,976.0,-0.005854563470784946,0.8688859993676283,0.9839093366147459,0.1323802401360259
confirm-072-cylinder-size10-sp4x1x1-rot0,confirm,cylinder,4.0x1.0x1.0,4.0,2.5,3.1906802127340717,4,289,0.06078053292845229,False,rho_eff 3.19 < 8.0;anisotropy 4.00 > 3.0,2199.114857512855,2180.491917854528,-0.00846837971864245,2412.6513671875,0.09710111727231463,7853.981633974483,8708.0,0.10873699555537963,0.8688859993676283,0.9387326503599578,0.08038643854678695
confirm-073-cylinder-size10-sp4x1x1-rot1,confirm,cylinder,4.0x1.0x1.0,4.0,2.5,3.0788373953521435,4,289,0.06248039026250336,False,rho_eff 3.08 < 8.0;anisotropy 4.00 > 3.0,2199.114857512855,2026.0679364112762,-0.07868935108614139,2542.16162109375,0.15599310895878915,7853.981633974483,7824.0,-0.003817380199208742,0.8688859993676283,0.9406961112014122,0.08264618360296616
confirm-074-cylinder-size10-sp4x1x1-rot2,confirm,cylinder,4.0x1.0x1.0,4.0,2.5,3.086687601171355,4,289,0.062355017684099234,False,rho_eff 3.09 < 8.0;anisotropy 4.00 > 3.0,2199.114857512855,2052.770063301065,-0.06654713541306456,2597.201416015625,0.18102126732616242,7853.981633974483,7884.0,0.003822057069202245,0.8688859993676283,0.9332003565252003,0.07401932728157634
confirm-075-cylinder-size20-sp4x1x1-rot0,confirm,cylinder,4.0x1.0x1.0,4.0,5.0,6.081174016104588,4,289,0.04412695593086132,False,rho_eff 6.08 < 8.0;anisotropy 4.00 > 3.0,8796.45943005142,8152.238423684083,-0.07323639829071227,8763.96875,-0.0036936088104291276,62831.853071795864,60288.0,-0.04048667908758141,0.8688859993676283,0.9120692969059783,0.049699612572625895
confirm-076-cylinder-size20-sp4x1x1-rot1,confirm,cylinder,4.0x1.0x1.0,4.0,5.0,6.166450710579318,4,289,0.04395319699454119,False,rho_eff 6.17 < 8.0;anisotropy 4.00 > 3.0,8796.45943005142,8550.761640499617,-0.027931441224229747,10422.96875,0.184904998753467,62831.853071795864,62860.0,0.0004479722756540738,0.8688859993676283,0.8941195179870443,0.02904123053862162
confirm-077-cylinder-size20-sp4x1x1-rot2,confirm,cylinder,4.0x1.0x1.0,4.0,5.0,6.166450710579318,4,289,0.04395319699454119,False,rho_eff 6.17 < 8.0;anisotropy 4.00 > 3.0,8796.45943005142,8606.351160942395,-0.021611907679532583,10554.4833984375,0.19985586045905324,62831.853071795864,62860.0,0.0004479722756540738,0.8688859993676283,0.8883442859178493,0.022394521910104048
