spacing,radius,rho,bin,nz,ny,nx,solid_angle_weight,g,total_area_rel_err,closure_residual
1x1x1,48,48,176,-0.838541666667,-0.472414291704,-0.271426988816,0.0053075,1.12048294625,0.0857443809509,1.34972538257e-07
1x1x1,48,48,177,-0.848958333333,0.16003751995,0.503644458395,0.00524,1.09721354177,0.0857443809509,1.34972538257e-07
1x1x1,48,48,178,-0.859375,0.215004411687,-0.463947962955,0.0051725,1.11436064769,0.0857443809509,1.34972538257e-07
1x1x1,48,48,179,-0.869791666667,-0.45538501913,0.189965630969,0.005135,1.1193137826,0.0857443809509,1.34972538257e-07
1x1x1,48,48,180,-0.880208333333,0.446393755041,0.16113939739,0.0051125,1.10616961095,0.0857443809509,1.34972538257e-07
1x1x1,48,48,181,-0.890625,-0.211094643681,-0.402773088456,0.005145,1.12086539995,0.0857443809509,1.34972538257e-07
1x1x1,48,48,182,-0.901041666667,-0.111037088154,0.419278761667,0.0052375,1.10031153279,0.0857443809509,1.34972538257e-07
1x1x1,48,48,183,-0.911458333333,0.346289232829,-0.222097892435,0.005345,1.12078364137,0.0857443809509,1.34972538257e-07
1x1x1,48,48,184,-0.921875,-0.381812943416,-0.0660708756964,0.00521,1.09769353869,0.0857443809509,1.34972538257e-07
1x1x1,48,48,185,-0.932291666667,0.221145062214,0.286229121024,0.0051275,1.11287801547,0.0857443809509,1.34972538257e-07
1x1x1,48,48,186,-0.942708333333,0.0279280699829,-0.332447020096,0.005195,1.09466813355,0.0857443809509,1.34972538257e-07
1x1x1,48,48,187,-0.953125,-0.222347496653,0.205217750468,0.005475,1.10726526286,0.0857443809509,1.34972538257e-07
1x1x1,48,48,188,-0.963541666667,0.267556465781,-0.000997103797653,0.004935,1.09286824099,0.0857443809509,1.34972538257e-07
1x1x1,48,48,189,-0.973958333333,-0.167751073382,-0.152527841097,0.005395,1.08822876691,0.0857443809509,1.34972538257e-07
1x1x1,48,48,190,-0.984375,0.0160479338162,0.175351997979,0.0052575,1.05864804163,0.0857443809509,1.34972538257e-07
1x1x1,48,48,191,-0.994791666667,0.0617157356321,-0.0811215625216,0.0049075,1.04492386764,0.0857443809509,1.34972538257e-07
1x1x1,96,96,0,0.994791666667,0.0369365437488,-0.0950012192893,0.0048975,1.04603095822,0.0874577760696,3.92393726401e-08
1x1x1,96,96,1,0.984375,-0.1579098305,0.0779124175379,0.00525,1.06736554947,0.0874577760696,3.92393726401e-08
1x1x1,96,96,2,0.973958333333,0.217690772682,0.0633710692655,0.00538,1.08360689115,0.0874577760696,3.92393726401e-08
1x1x1,96,96,3,0.963541666667,-0.138910573698,-0.228672930431,0.004955,1.09588518277,0.0874577760696,3.92393726401e-08
1x1x1,96,96,4,0.953125,-0.0588488368755,0.296798835532,0.00549,1.09126953815,0.0874577760696,3.92393726401e-08
1x1x1,96,96,5,0.942708333333,0.268897369958,-0.197472030155,0.0052025,1.11148124058,0.0874577760696,3.92393726401e-08
1x1x1,96,96,6,0.932291666667,-0.359592085253,-0.0390612402212,0.0051125,1.09972178908,0.0874577760696,3.92393726401e-08
1x1x1,96,96,7,0.921875,0.255784143466,0.291068645385,0.0052375,1.11747545592,0.0874577760696,3.92393726401e-08
1x1x1,96,96,8,0.911458333333,0.00850073482239,-0.411304563681,0.005335,1.09864061316,0.0874577760696,3.92393726401e-08
1x1x1,96,96,9,0.901041666667,-0.299528128298,0.313698605812,0.005235,1.12391742167,0.0874577760696,3.92393726401e-08
1x1x1,96,96,10,0.890625,0.453722100202,-0.0303869242104,0.005155,1.08950564799,0.0874577760696,3.92393726401e-08
1x1x1,96,96,11,0.880208333333,-0.370585888024,-0.296478312071,0.0051175,1.12490860475,0.0874577760696,3.92393726401e-08
1x1x1,96,96,12,0.869791666667,0.075886535955,0.487548654247,0.005125,1.0954350663,0.0874577760696,3.92393726401e-08
1x1x1,96,96,13,0.859375,0.283310288121,-0.425687549759,0.0051675,1.12277966434,0.0874577760696,3.92393726401e-08
1x1x1,96,96,14,0.848958333333,-0.513067432027,0.12661579071,0.00524,1.10048251991,0.0874577760696,3.92393726401e-08
1x1x1,96,96,15,0.838541666667,0.47822296352,0.261056833708,0.005305,1.11248721971,0.0874577760696,3.92393726401e-08
1x1x1,96,96,16,0.828125,-0.18136714084,-0.53039131271,0.0053175,1.10653950104,0.0874577760696,3.92393726401e-08
1x1x1,96,96,17,0.817708333333,-0.230584092579,0.52743156698,0.0053275,1.10602385889,0.0874577760696,3.92393726401e-08
1x1x1,96,96,18,0.807291666667,0.539575963922,-0.239035445255,0.0053075,1.10516911325,0.0874577760696,3.92393726401e-08
